#{"t_start": 1754390739.1912675, "env_id": "None"}
r,l,t
726.367452,7,979.020181
900.885091,7,979.031331
1273.378023,7,979.040079
508.142366,7,979.048424
1056.788041,7,979.056496
1487.795401,7,979.064444
1023.819273,7,979.072006
1366.737203,7,979.08058
952.22844,7,979.088336
520.813581,7,979.097046
749.587163,7,979.105873
1727.226524,7,979.114405
351.662805,7,979.124156
1281.973768,7,979.134814
1119.113669,7,979.143386
330.353101,7,979.151452
1738.714351,7,979.158535
1002.509619,7,979.165982
866.770849,7,979.174834
264.277625,7,979.183095
444.162722,7,979.191416
1817.317721,7,979.199159
1930.267095,7,979.207254
1757.718283,7,979.215704
1077.893852,7,979.223854
1447.953539,7,979.234872
2348.814491,7,979.24246
1405.688371,7,979.251272
1105.665691,7,979.260245
1880.395805,7,979.2679
1124.366987,7,979.275512
993.461729,7,979.283686
975.502316,7,979.291685
736.244727,7,979.301471
1317.491264,7,979.308628
868.634627,7,979.316828
1219.717973,7,979.32359
1724.81472,7,979.331535
1368.14682,7,979.34115
1695.378356,7,979.348112
1003.9753,7,979.357075
878.544839,7,979.364543
1747.187806,7,979.371945
2211.265173,7,979.378905
1285.993272,7,979.388255
1029.032656,7,979.471239
1759.167332,7,979.48301
1448.518434,7,979.494102
2158.128247,7,979.504639
1776.989356,7,979.515455
1894.498826,7,979.524823
863.131801,7,979.53324
973.897501,7,979.547044
1428.672851,7,979.557932
1770.682485,7,979.568033
1444.50633,7,979.577583
1455.142777,7,979.587612
905.515989,7,979.597629
1070.051071,7,979.608624
1079.393348,7,979.619236
1959.480006,7,979.628208
1249.419439,7,979.635913
1294.648795,7,979.644188
663.254013,7,979.662702
1539.401877,7,979.672691
1423.953486,7,979.682059
1018.543421,7,979.692317
21.787018,7,979.701797
960.464895,7,979.710773
646.941133,7,979.718957
1436.474469,7,979.729491
2082.535674,7,979.738362
1297.832755,7,979.747278
1956.022254,7,979.758113
1059.266728,7,979.765753
390.053991,7,979.776065
1917.062039,7,979.785477
1738.15999,7,979.794366
1170.712376,7,979.802817
1386.442042,7,979.811363
1029.857375,7,979.820015
974.913251,7,979.827374
1244.304203,7,979.83514
1323.339105,7,979.841271
559.911716,7,979.848626
959.518186,7,979.855602
222.473271,7,979.864428
626.666128,7,979.872609
531.485809,7,979.881846
-25.188495,7,979.892066
662.803592,7,979.899066
919.143122,7,979.906062
1333.267149,7,979.912398
966.311445,7,979.919116
699.45817,7,979.926089
1047.570855,7,979.932549
1416.170962,7,979.941359
1113.644834,7,979.949052
1344.123954,7,979.957634
1358.925473,7,979.964419
1731.442999,7,979.97084
735.895086,7,979.982874
2264.53934,7,979.989397
1248.094047,7,979.998548
190.521246,7,980.007396
975.504577,7,980.014524
1641.17535,7,980.021404
739.185519,7,980.027855
1299.946946,7,980.034555
1440.561511,7,980.04256
1069.186226,7,980.049378
928.548895,7,980.056538
2155.47779,7,980.064909
1077.833341,7,980.071944
1773.644538,7,980.078979
1116.302702,7,980.08802
855.066834,7,980.09515
698.01932,7,980.102174
605.019494,7,980.110225
594.776372,7,980.119181
1469.518103,7,980.126912
1641.216924,7,980.133775
1227.606147,7,980.14105
1162.963166,7,980.147947
1183.888804,7,980.154925
1345.488275,7,980.161784
1306.292861,7,980.168383
1732.934526,7,980.177204
1400.005946,7,980.184982
1059.285706,7,980.194564
1461.446702,7,980.200764
942.868587,7,980.208741
1065.121496,7,980.219153
1179.031311,7,980.226707
821.4495,7,980.235027
1334.546771,7,980.244205
2193.128115,7,980.252977
646.263331,7,980.259692
1614.133196,7,980.268785
1247.659989,7,980.276129
1048.942865,7,980.282349
1297.573006,7,980.28849
1358.512316,7,980.29458
851.353203,7,980.30318
2391.974534,7,980.309962
937.316264,7,980.316863
749.36338,7,980.325444
1650.295833,7,980.333537
1345.701657,7,980.340515
1798.699107,7,980.347253
942.390817,7,980.35381
1230.705256,7,980.360796
1437.085827,7,980.367562
1034.153757,7,980.374399
1195.190578,7,980.38147
853.957742,7,980.388841
1920.020489,7,980.396222
928.112961,7,980.406144
1097.512665,7,980.412944
920.802159,7,980.419481
1944.582519,7,980.428186
1193.889359,7,980.435018
979.854743,7,982.984205
1034.38692,7,982.993738
1526.918296,7,983.00485
1297.773916,7,983.014444
1344.944479,7,983.024038
1294.634554,7,983.035688
848.996554,7,983.04515
1236.833569,7,983.054589
639.23633,7,983.068541
1018.433863,7,983.080217
755.728025,7,983.091005
986.005925,7,983.102798
579.74457,7,983.115815
569.149741,7,983.12632
1684.053419,7,983.137859
1283.409155,7,983.148693
248.907592,7,983.160371
885.860181,7,983.178185
824.856358,7,983.191919
1766.491004,7,983.203376
328.862671,7,983.217083
1256.655612,7,983.226547
1227.663387,7,983.240818
832.515376,7,983.253048
1052.261833,7,983.268255
960.403084,7,983.28301
855.542724,7,983.294825
548.178178,7,983.308406
1030.242824,7,983.326739
951.275845,7,983.345137
1052.787012,7,983.361145
1994.427921,7,983.378321
1255.84926,7,983.394283
256.786992,7,983.409894
1002.579772,7,983.422202
1782.343186,7,983.432327
1371.466938,7,983.445581
1869.220571,7,983.458611
2324.135517,7,983.468877
1452.865678,7,983.481732
1055.65891,7,983.498779
987.015247,7,983.517739
1716.374808,7,983.531829
254.720511,7,983.547178
993.097898,7,983.56235
607.828138,7,983.574181
1774.814323,7,983.5862
1807.754693,7,983.606128
926.251554,7,983.623329
513.46328,7,983.642235
925.198133,7,983.65805
551.833091,7,983.675896
1206.748578,7,983.69072
1056.984189,7,983.703146
606.461845,7,983.717163
1245.233313,7,983.731487
1786.461401,7,983.748229
1024.815235,7,983.76189
1335.02397,7,983.773076
2622.225721,7,983.78488
1855.046196,7,983.798428
665.416618,7,983.81087
876.63525,7,983.821533
2172.796199,7,983.83625
1697.945543,7,983.851257
988.502073,7,983.86248
671.071205,7,983.875983
358.785733,7,983.88401
1748.899323,7,983.892713
1595.331411,7,983.903066
595.619943,7,983.91465
2146.910395,7,983.931783
860.328454,7,983.946964
1704.303277,7,983.961802
1724.400006,7,983.97483
336.021265,7,983.984695
1420.027007,7,983.999001
618.627012,7,984.006859
1724.851519,7,984.014969
364.763613,7,984.022442
1443.962178,7,984.029916
318.427741,7,984.040619
988.891404,7,984.049443
1307.780024,7,984.101387
1166.955375,7,984.120272
1058.340014,7,984.131692
1020.612075,7,984.142326
1308.136596,7,984.155125
922.65471,7,984.165278
884.44234,7,984.177586
1388.467783,7,984.190588
1408.849384,7,984.200767
999.693601,7,984.212664
969.249546,7,984.222591
1220.185605,7,984.233351
563.873418,7,984.245539
760.223775,7,984.25808
1289.720293,7,984.267825
1058.765226,7,984.279867
1495.355345,7,984.290504
1352.943272,7,984.299894
1078.827297,7,984.310775
613.164741,7,984.320317
1231.439592,7,984.33104
2432.907191,7,984.339593
54.594647,7,984.348143
1375.186935,7,984.356109
947.36777,7,984.365773
561.544429,7,984.374493
1169.211078,7,984.383813
625.525988,7,984.394543
1020.951577,7,984.404782
1107.407269,7,984.412559
871.523161,7,984.421035
-0.465022,7,984.430246
966.997857,7,984.438641
967.507392,7,984.447856
1526.338938,7,984.457509
595.29704,7,984.466291
431.971548,7,984.48008
866.07413,7,984.496403
1804.578557,7,984.513104
987.923492,7,984.522193
922.851079,7,984.531959
1786.106818,7,984.540945
728.039176,7,984.548638
769.415356,7,984.556086
1597.644996,7,984.563797
1692.783715,7,984.571727
589.466046,7,984.58191
996.730765,7,984.594081
1075.147773,7,984.603278
371.857404,7,984.614073
1339.262849,7,984.62411
1409.779001,7,984.632404
1784.518553,7,984.642555
1740.069937,7,984.652592
1101.498219,7,984.662437
1409.92622,7,984.670105
1227.335637,7,984.679683
1790.477589,7,984.694576
622.898358,7,984.703445
1442.185511,7,984.715384
1689.357302,7,984.727082
646.966922,7,984.738054
916.9505,7,984.748143
1825.986628,7,984.762088
2238.684958,7,984.774221
2580.877194,7,984.784748
1813.17759,7,984.79385
1042.709035,7,984.806844
1809.596083,7,984.818973
6.530347,7,984.832998
1728.778623,7,984.856581
995.069985,7,984.872211
1624.037662,7,984.891798
1471.543014,7,984.9055
1377.832464,7,984.925327
1289.449093,7,984.937782
1266.220742,7,984.949386
651.323419,7,984.961704
607.828076,7,984.971904
1093.024561,7,984.982423
2019.769623,7,984.993708
1034.892515,7,985.002358
1422.941849,7,985.010803
364.541834,7,985.018867
518.40602,7,985.031489
1260.008503,7,985.042757
-73.686575,7,985.050027
1064.668167,7,985.056672
646.707538,7,985.067924
1469.782585,7,985.08016
1268.804598,7,985.089219
2079.272742,7,985.097825
419.710938,7,985.105282
1953.122839,7,985.114895
1108.619572,7,985.123587
1356.129267,7,985.138021
900.795336,7,985.147104
2251.706961,7,985.15572
1817.85567,7,985.163606
1133.397289,7,985.171504
1534.499443,7,985.179842
460.377,7,985.189702
1333.636866,7,985.198927
767.84621,7,985.210704
666.959582,7,985.222511
1018.382551,7,985.22895
1374.123549,7,985.235176
1766.86347,7,985.244299
1332.877433,7,985.250918
1683.136862,7,985.261049
984.400939,7,985.268113
1035.733323,7,985.275723
1361.782859,7,985.282321
1867.323836,7,985.290103
1522.269021,7,985.296804
2280.375167,7,985.303258
1477.850619,7,985.310989
2098.158958,7,985.319341
729.257142,7,985.327029
1522.155506,7,985.333727
680.308896,7,985.340206
1765.935641,7,985.34941
1718.209051,7,985.355983
1346.924644,7,985.364252
715.132886,7,985.372392
1031.218165,7,985.379883
580.720392,7,985.38862
1272.953276,7,985.395314
181.673461,7,985.402181
999.452828,7,985.409216
629.662769,7,985.416187
882.98622,7,985.423887
1564.257706,7,985.430256
1343.05897,7,985.436904
583.233808,7,985.444583
1587.411353,7,985.450971
913.215818,7,985.460296
87.558416,7,985.467033
985.417385,7,985.473706
909.361254,7,985.481404
780.463071,7,985.488922
672.52513,7,985.496934
1314.134399,7,985.503418
1753.960309,7,985.510331
982.213865,7,985.519178
2023.800417,7,985.526245
1460.102952,7,985.533223
1554.675667,7,985.539981
1681.315382,7,985.547976
1371.04349,7,985.554671
511.436635,7,985.567452
862.762687,7,985.57741
756.746799,7,985.584264
746.835837,7,985.592375
-59.801048,7,985.601034
1556.994528,7,985.613609
1261.778703,7,985.627224
1302.272948,7,985.640604
1860.983611,7,985.650106
418.331084,7,985.659718
1537.827142,7,985.669909
1883.551977,7,985.68477
2291.103339,7,985.695529
420.868748,7,985.709248
2057.041698,7,985.720212
1827.433939,7,985.734356
257.041884,7,985.74623
1073.949757,7,985.755171
1594.425289,7,985.763397
1201.348463,7,985.770495
324.076765,7,985.779633
1472.031496,7,985.7896
544.055564,7,985.800063
1608.669152,7,985.807824
1134.559373,7,985.816004
2248.485931,7,985.823557
1738.532435,7,985.831427
1242.466178,7,985.840457
1373.023502,7,985.849434
1241.215324,7,985.859121
1384.496137,7,985.865323
1339.868433,7,985.872934
2504.297388,7,985.87929
984.079569,7,985.886096
1891.674696,7,985.893914
842.65733,7,985.901309
1789.267178,7,985.912166
329.604364,7,985.920452
1855.431235,7,985.930408
1214.301193,7,985.940711
1100.830017,7,985.949305
600.843855,7,985.956794
1288.701832,7,985.964159
548.327498,7,985.971769
722.482193,7,985.979914
704.891774,7,985.988529
841.667361,7,985.9969
717.031159,7,986.004766
795.110587,7,986.011454
619.017748,7,986.018003
2191.602544,7,986.028815
1372.655048,7,986.038104
970.282911,7,986.047905
571.00183,7,986.05698
1349.759646,7,986.066233
315.432936,7,986.075346
1482.009594,7,986.08368
1236.986771,7,986.092162
1363.018335,7,986.100042
849.312726,7,988.697486
976.938307,7,988.707061
2306.399385,7,988.715308
1056.03939,7,988.722354
573.735114,7,988.730053
1345.724918,7,988.738668
1461.66227,7,988.749033
1611.56384,7,988.756558
947.926375,7,988.763572
1261.934387,7,988.773459
284.215211,7,988.784085
253.917103,7,988.79233
1050.479052,7,988.798464
1395.286716,7,988.805586
1300.599008,7,988.812693
995.392424,7,988.819242
1457.063891,7,988.82737
1663.484934,7,988.835286
31.087269,7,988.844963
1300.905405,7,988.853866
1109.097323,7,988.864213
670.818108,7,988.873374
1193.790555,7,988.886074
1131.10616,7,988.894437
1088.980181,7,988.90405
875.457161,7,988.913955
310.095678,7,988.924642
1339.159696,7,988.934368
1798.122336,7,988.942768
957.630859,7,988.950826
1376.393677,7,988.959632
1337.515248,7,988.971416
1256.290944,7,988.978138
1007.225437,7,988.984598
1466.189395,7,988.994663
1328.510774,7,989.003173
516.763536,7,989.014162
102.912631,7,989.024035
-77.203178,7,989.03415
640.675875,7,989.043293
1348.651331,7,989.055647
1004.9305,7,989.067289
1780.045375,7,989.07854
1283.314735,7,989.090245
1650.738869,7,989.10562
603.696213,7,989.121126
1406.210423,7,989.133464
760.138785,7,989.143412
1056.527354,7,989.155929
1350.159403,7,989.167306
1406.526159,7,989.178992
185.565297,7,989.190682
1337.35237,7,989.199729
682.948158,7,989.213602
1102.997924,7,989.224891
1072.200505,7,989.241939
487.641804,7,989.253399
227.350849,7,989.266342
1928.416552,7,989.279361
1303.740055,7,989.292376
1514.589548,7,989.305042
2108.980227,7,989.320406
192.497884,7,989.331617
2172.455628,7,989.342904
1100.346641,7,989.352475
1088.360771,7,989.362505
986.110431,7,989.37244
628.124437,7,989.381732
2104.513495,7,989.389523
1278.78602,7,989.397887
989.05409,7,989.405601
600.509545,7,989.414912
1336.297178,7,989.425382
1234.237114,7,989.433011
620.3481,7,989.442778
857.028441,7,989.449746
2224.900352,7,989.456807
1914.089938,7,989.463752
1464.01884,7,989.469806
1290.450168,7,989.478859
1437.744569,7,989.486259
1342.932055,7,989.493881
1372.685046,7,989.502997
1096.883364,7,989.510672
2079.478929,7,989.518794
681.678838,7,989.52762
538.623465,7,989.535866
285.057797,7,989.544765
2097.420271,7,989.553934
966.967707,7,989.563238
996.830721,7,989.572697
897.953368,7,989.581646
1051.271515,7,989.590619
1476.103902,7,989.598121
1102.230836,7,989.605263
1767.660253,7,989.612928
1896.475095,7,989.620712
511.499929,7,989.629694
1705.848358,7,989.640388
1207.591458,7,989.648043
251.576834,7,989.655551
840.478954,7,989.663819
1170.585986,7,989.671582
1081.027521,7,989.681243
925.502113,7,989.689334
1354.248647,7,989.697814
1051.752601,7,989.706178
662.274139,7,989.715148
1454.009387,7,989.723925
895.140484,7,989.732532
1316.568787,7,989.740655
1353.487533,7,989.751622
1087.782913,7,989.760589
724.787678,7,989.771281
1366.217695,7,989.778435
335.941335,7,989.78722
1759.594416,7,989.795134
1155.429698,7,989.804326
881.208472,7,989.812855
984.043931,7,989.821145
957.04579,7,989.828302
1062.617667,7,989.83776
320.171499,7,989.845416
1698.741396,7,989.854626
635.003825,7,989.862831
955.318407,7,989.871335
1949.148534,7,989.879579
1011.017798,7,989.886269
2134.404957,7,989.892737
941.87654,7,989.899291
1073.580671,7,989.906345
198.887259,7,989.913023
1667.563424,7,989.922327
1133.638722,7,989.928484
1077.508389,7,989.934883
-47.614636,7,989.941471
1409.407105,7,989.948489
832.243445,7,989.95507
1850.035698,7,989.963356
824.883931,7,989.970765
1280.570839,7,989.977763
259.406802,7,989.985838
591.380797,7,989.994031
1428.912469,7,990.0011
2083.126939,7,990.008396
2076.075217,7,990.015199
1702.228182,7,990.022358
1077.630435,7,990.029407
1713.252687,7,990.036396
611.710791,7,990.044824
1142.570773,7,990.0512
758.834195,7,990.057914
631.642867,7,990.067321
1571.550295,7,990.075636
1004.529145,7,990.082083
2220.747557,7,990.088328
1614.519956,7,990.094987
691.318574,7,990.10101
1016.323806,7,990.108953
651.362528,7,990.116289
1023.550346,7,990.124061
632.648893,7,990.131289
2133.314269,7,990.139174
1199.507688,7,990.145844
518.808669,7,990.15279
1269.188777,7,990.160528
1013.060095,7,990.167673
1141.974649,7,990.174556
1743.722246,7,990.183013
885.095628,7,990.189512
1705.917987,7,990.196254
1001.203668,7,990.204444
393.709632,7,990.212925
1406.527878,7,990.220357
671.694663,7,990.227734
620.847049,7,990.237502
1025.296329,7,990.243936
1095.98959,7,990.250081
1369.911677,7,990.257644
1049.757606,7,990.264861
1653.723868,7,990.272698
252.022026,7,990.279587
561.96724,7,990.286048
1384.656887,7,990.293089
1712.943961,7,990.302896
1072.974333,7,990.310943
336.815148,7,990.319101
1402.194493,7,990.326777
1060.802318,7,990.333679
2114.364133,7,990.343367
1071.529969,7,990.350306
979.710047,7,990.35725
1116.338318,7,990.364025
360.050716,7,990.371977
1155.850686,7,990.379463
1353.453021,7,990.388104
1579.722266,7,990.394105
327.541233,7,990.405406
1380.50507,7,990.413167
1729.419158,7,990.421762
926.914749,7,990.429918
1255.278739,7,990.436994
1709.397532,7,990.44481
1165.515173,7,990.451741
1456.06954,7,990.458326
1711.165987,7,990.465112
1399.762195,7,990.471965
727.594772,7,990.47945
535.640296,7,990.486909
2129.28062,7,990.494618
1763.887103,7,990.502444
1306.934636,7,990.509666
1727.371248,7,990.519399
665.15265,7,990.528865
631.301209,7,990.536469
1404.572529,7,990.543939
400.724656,7,990.553257
1797.139241,7,990.561803
1572.32102,7,990.569517
1646.078547,7,990.576335
616.489067,7,990.582871
740.443754,7,990.592674
1647.028047,7,990.599391
739.830381,7,990.606211
740.806411,7,990.612856
1014.559377,7,990.619889
1740.717995,7,990.629145
828.129519,7,990.636247
1010.888993,7,990.644087
620.272221,7,990.652206
384.519113,7,990.661624
1425.126465,7,990.669106
882.608173,7,990.676834
956.421533,7,990.683205
548.848471,7,990.68935
591.744253,7,990.695362
2052.013488,7,990.702121
1276.243704,7,990.708624
1208.252358,7,990.715647
1747.037865,7,990.722661
581.605479,7,990.729686
1871.11678,7,990.736148
1448.121196,7,990.745035
1043.786033,7,990.75124
1735.323428,7,990.761827
175.802583,7,990.770303
1010.106056,7,990.779087
1677.179397,7,990.786838
1071.083599,7,990.795179
1421.934377,7,990.803436
1915.134961,7,990.811592
412.186732,7,990.819597
1399.053822,7,990.828035
870.353731,7,990.835555
2276.356325,7,990.844104
1357.040574,7,990.852321
1616.904211,7,990.861207
961.459713,7,990.867889
882.773167,7,990.876641
2119.69783,7,990.883501
1361.262332,7,990.890942
1424.59002,7,990.897761
1889.067769,7,990.90408
477.945783,7,990.910927
1265.661543,7,990.917426
1912.00172,7,990.924719
1099.394076,7,990.931561
989.897962,7,990.939076
1017.798889,7,990.946023
890.681077,7,990.955194
1182.389376,7,990.963041
1376.141833,7,990.970463
1398.428529,7,990.977383
596.034475,7,990.988249
1080.032285,7,990.99648
1042.870827,7,991.004415
1130.53844,7,991.012406
955.125783,7,991.020225
1191.06265,7,991.027732
1060.194793,7,991.034781
1736.554787,7,991.041761
104.486799,7,991.049497
351.646166,7,991.058402
1564.219177,7,991.0677
656.4588,7,991.078738
535.860039,7,991.086338
1113.681279,7,991.094501
1326.115796,7,991.104812
911.73675,7,991.112568
1214.382841,7,991.120913
1620.69296,7,991.129996
1844.057082,7,991.13889
990.843279,7,991.146277
998.421584,7,993.620627
1821.056462,7,993.629532
479.160114,7,993.639832
971.172011,7,993.651003
83.231943,7,993.66317
-0.959865,7,993.674727
-333.121416,7,993.686066
1277.093292,7,993.700802
576.228316,7,993.71184
687.645806,7,993.72621
1238.122588,7,993.736587
1312.199419,7,993.748223
263.692938,7,993.759042
1069.751572,7,993.769014
319.172682,7,993.826504
165.53683,7,993.841632
2341.055692,7,993.85203
2249.454914,7,993.862472
1434.370454,7,993.872833
2150.081125,7,993.881625
604.646726,7,993.891992
181.497662,7,993.901159
1768.265697,7,993.910772
992.756319,7,993.918264
641.99614,7,993.927253
1351.470352,7,993.934118
1550.02839,7,993.943153
994.674186,7,993.951116
633.509156,7,993.959785
673.124027,7,993.966466
1279.404231,7,993.974331
626.085612,7,993.982649
1200.736385,7,993.991599
1357.002066,7,993.999771
1699.460136,7,994.008203
1455.848361,7,994.014955
1107.362817,7,994.022047
890.542919,7,994.032935
1384.121897,7,994.040875
1082.579199,7,994.047719
650.534197,7,994.05583
1575.407389,7,994.065281
621.772903,7,994.073897
374.772447,7,994.08149
594.44043,7,994.08919
999.651251,7,994.099236
959.226348,7,994.108148
1121.632855,7,994.115531
722.261239,7,994.123216
1528.01117,7,994.132109
556.220422,7,994.142839
1643.857089,7,994.153011
1440.202785,7,994.160986
1683.016262,7,994.167656
1784.48831,7,994.174547
1385.642495,7,994.183219
1460.594827,7,994.190465
549.330074,7,994.199546
1738.693014,7,994.207517
727.037027,7,994.216107
372.051757,7,994.224323
1027.125291,7,994.231684
1854.611005,7,994.240484
594.691567,7,994.247109
1043.209406,7,994.253743
1029.575738,7,994.262735
1475.991833,7,994.269585
678.747852,7,994.277217
1082.013753,7,994.283862
650.336119,7,994.291157
1146.502962,7,994.297934
962.169041,7,994.304677
1008.795192,7,994.311806
7.262027,7,994.318421
1386.571934,7,994.327134
1895.680215,7,994.3353
728.178299,7,994.343345
952.873285,7,994.353641
766.405087,7,994.363374
1608.589758,7,994.375391
1026.61799,7,994.384413
979.679371,7,994.393595
1195.957752,7,994.404685
1863.442156,7,994.419159
1570.745014,7,994.431407
-18.879165,7,994.442618
120.594228,7,994.452514
842.844567,7,994.467581
628.792355,7,994.481428
525.062158,7,994.494863
1018.211523,7,994.507889
1439.806721,7,994.518107
1704.586895,7,994.528855
324.417171,7,994.540759
1494.565744,7,994.556553
2148.471259,7,994.570374
1486.232403,7,994.58094
687.125534,7,994.596244
1659.199345,7,994.609431
951.618339,7,994.62135
-55.277643,7,994.635822
1315.785095,7,994.645552
603.797913,7,994.655165
1367.057693,7,994.663988
271.894018,7,994.673357
1301.71856,7,994.68605
1286.335249,7,994.696431
1402.908887,7,994.704294
1049.046976,7,994.712099
1337.410742,7,994.718654
265.298954,7,994.726995
911.981463,7,994.733356
849.946976,7,994.740561
1018.829267,7,994.748243
1659.179158,7,994.758573
1347.662124,7,994.765575
1464.778181,7,994.773825
504.565362,7,994.781526
871.497587,7,994.790875
1432.436819,7,994.797231
1190.618011,7,994.80722
1032.665876,7,994.813983
778.328571,7,994.820468
696.246512,7,994.827647
924.766907,7,994.83398
1813.621166,7,994.840629
739.651317,7,994.848121
717.928564,7,994.854399
946.252256,7,994.861107
521.479975,7,994.86769
1043.363986,7,994.874135
693.292282,7,994.8804
1390.277618,7,994.886895
1087.092519,7,994.895678
2148.429255,7,994.902164
41.94932,7,994.910688
2068.123464,7,994.918194
638.622537,7,994.926563
1053.707476,7,994.933439
1308.842768,7,994.941421
649.476226,7,994.949366
595.130728,7,994.958221
762.307335,7,994.966414
943.904547,7,994.973156
1212.782659,7,994.979842
1701.513845,7,994.987365
1392.15846,7,994.994474
1077.476062,7,995.001226
1617.33794,7,995.007695
690.38757,7,995.015925
785.267306,7,995.022658
687.822166,7,995.030555
209.610233,7,995.037516
2037.828254,7,995.045375
1051.284934,7,995.052083
832.981693,7,995.06022
1313.268883,7,995.068974
1381.725938,7,995.075305
549.55284,7,995.082159
1235.766342,7,995.089657
1057.554967,7,995.096316
971.377019,7,995.102915
374.419905,7,995.110072
2111.836702,7,995.116779
796.820892,7,995.123674
326.273901,7,995.132119
1292.816416,7,995.140646
300.655549,7,995.147461
283.527947,7,995.154416
938.343952,7,995.163001
236.324788,7,995.170331
1492.070998,7,995.178388
1726.812645,7,995.186783
369.398816,7,995.197029
611.00141,7,995.204083
1620.647864,7,995.21385
789.296907,7,995.224097
966.970185,7,995.238718
369.469223,7,995.248878
1588.695283,7,995.259369
674.755374,7,995.266709
595.292395,7,995.274124
1158.124653,7,995.283273
1692.307122,7,995.290477
917.739014,7,995.29793
433.508308,7,995.30744
1425.618094,7,995.316402
1463.932393,7,995.324857
1895.003194,7,995.334054
2281.132195,7,995.345209
1325.428245,7,995.353607
901.21386,7,995.363171
1868.490637,7,995.372543
337.979737,7,995.379069
1420.957243,7,995.38537
1363.962995,7,995.392529
939.084296,7,995.398769
191.277214,7,995.405433
1082.418258,7,995.412457
335.014968,7,995.419472
921.19351,7,995.426969
1421.795135,7,995.433892
816.366359,7,995.44084
1670.184575,7,995.449205
916.668579,7,995.456402
801.561641,7,995.466142
2214.453113,7,995.476345
2097.283949,7,995.483085
955.163865,7,995.490649
1760.021583,7,995.49718
580.868617,7,995.504165
1785.488262,7,995.51432
345.635647,7,995.523997
2093.979848,7,995.530957
1474.994971,7,995.537385
951.215396,7,995.545362
1747.919235,7,995.552502
1781.26107,7,995.564142
2139.641115,7,995.570982
621.419351,7,995.579896
1236.938282,7,995.586995
2117.282752,7,995.595541
990.067276,7,995.602187
1398.000942,7,995.609975
1837.627425,7,995.619082
1093.894184,7,995.626915
1817.186363,7,995.634512
1333.786619,7,995.641903
985.979319,7,995.650815
1090.799541,7,995.657446
892.913185,7,995.665651
1414.700052,7,995.675778
1852.896741,7,995.685829
358.474041,7,995.696384
1674.397789,7,995.704358
207.01372,7,995.713281
1811.971813,7,995.723376
187.830062,7,995.73167
1399.838817,7,995.739505
697.725204,7,995.747703
1740.435904,7,995.758137
1345.947773,7,995.767705
1335.729602,7,995.77502
1991.888746,7,995.785163
1439.331951,7,995.79357
1698.688642,7,995.802082
1419.164249,7,995.811802
1066.387291,7,995.820606
813.644242,7,995.828321
1284.552336,7,995.835497
1611.99384,7,995.843049
641.432382,7,995.852345
962.887136,7,995.860545
1711.647021,7,995.869594
772.270187,7,995.880189
918.571237,7,995.891797
1410.740866,7,995.898395
941.996435,7,995.905428
1361.840315,7,995.914517
694.144449,7,995.921048
1393.458955,7,995.92813
1280.097611,7,995.934146
1276.600537,7,995.942344
1591.168397,7,995.948841
725.342473,7,995.957031
1417.559417,7,995.964849
829.165585,7,995.972378
1734.047648,7,995.978605
929.254151,7,995.984783
1314.254039,7,995.99245
956.217729,7,996.002284
1415.665412,7,996.008846
1714.936949,7,996.016826
1657.225123,7,996.025346
2099.596234,7,996.032737
2531.324243,7,996.041222
2088.145583,7,996.047569
1509.564163,7,996.055284
599.248506,7,996.061662
1729.750094,7,996.068717
907.922705,7,996.076072
930.597608,7,996.082548
1291.133875,7,996.090055
696.153989,7,996.096321
1040.864066,7,996.102772
1023.241057,7,996.108972
1313.522001,7,996.117813
998.06793,7,996.12444
1055.778757,7,996.132486
1142.450573,7,996.139883
1344.611389,7,996.147229
1306.573095,7,996.156216
1886.159911,7,998.661444
1466.910502,7,998.670241
230.169595,7,998.678552
856.301538,7,998.685578
1011.46898,7,998.693517
872.687181,7,998.70203
813.773148,7,998.709762
960.448992,7,998.718444
2140.170743,7,998.727846
1333.882684,7,998.735244
2198.320066,7,998.745541
1053.204031,7,998.753308
1087.407662,7,998.769525
999.564439,7,998.783845
1777.00702,7,998.796895
687.441385,7,998.813877
1761.535521,7,998.829819
1170.438846,7,998.846118
1331.60225,7,998.862028
351.953761,7,998.874976
592.738418,7,998.885639
966.596477,7,998.89838
1392.767767,7,998.912085
845.35826,7,998.925362
871.756488,7,998.936157
1228.317226,7,998.946829
28.990436,7,998.956579
614.692427,7,998.970981
928.000847,7,998.982416
1849.458136,7,998.993194
581.09761,7,999.003832
2662.169751,7,999.0145
1530.289144,7,999.025597
1208.993899,7,999.035437
1375.305848,7,999.045966
1026.300978,7,999.056418
1710.10249,7,999.068166
1780.545963,7,999.080392
199.56411,7,999.091935
2162.121953,7,999.102277
562.560775,7,999.114792
363.987347,7,999.124893
1040.89593,7,999.136793
1459.458213,7,999.148335
1447.281117,7,999.158425
1451.45837,7,999.169311
1832.171308,7,999.179682
578.139247,7,999.188394
1397.314763,7,999.200105
1392.416419,7,999.211175
1001.277867,7,999.220453
1240.331608,7,999.229747
330.650502,7,999.238448
930.975971,7,999.248363
1787.17598,7,999.26113
1308.215294,7,999.270258
1368.666669,7,999.279391
1991.983459,7,999.293274
553.530872,7,999.303001
994.222525,7,999.312958
1660.02555,7,999.322713
247.951497,7,999.331753
948.118073,7,999.341193
1157.851896,7,999.35103
630.916421,7,999.361537
1299.092565,7,999.372979
907.154367,7,999.383334
1253.038156,7,999.401251
