#{"t_start": 1754390739.1912675, "env_id": "None"}
r,l,t
694.667394,7,591.501153
993.970143,7,591.510349
1415.274301,7,591.519773
1310.600749,7,591.529519
1247.441978,7,591.538154
551.054922,7,591.547593
2110.811968,7,591.556498
1406.731755,7,591.5655
1379.748363,7,591.574442
1023.134023,7,591.582658
487.995085,7,591.591871
961.996736,7,591.603515
1101.672048,7,591.611523
1227.657036,7,591.620516
1186.076372,7,591.630816
782.189204,7,591.640316
1259.306882,7,591.650525
903.007819,7,591.65886
999.990336,7,591.668688
1629.936307,7,591.679446
377.291586,7,591.688922
1076.458385,7,591.697374
1068.128726,7,591.707117
1394.4764,7,591.718253
965.45816,7,591.725015
1707.485248,7,591.73275
786.723666,7,591.739731
536.922958,7,591.748869
-57.311845,7,591.757516
1164.838138,7,591.767972
1226.977206,7,591.776622
1435.567519,7,591.786375
1831.476697,7,591.794364
662.947916,7,591.803401
453.741759,7,591.81273
1004.488207,7,591.819993
1686.328802,7,591.829137
1085.834206,7,591.838981
529.848219,7,591.847603
1342.629114,7,591.857821
2141.935158,7,591.86587
1620.487899,7,591.87304
1111.294729,7,591.881048
717.159897,7,591.889656
1213.304332,7,591.898084
1898.804899,7,591.907788
1797.634787,7,591.91663
1175.066466,7,591.926039
1347.569258,7,591.934574
784.865241,7,591.944748
1540.036007,7,591.953874
1716.948619,7,591.96442
1335.260594,7,591.978243
905.069106,7,591.987479
318.253746,7,591.998272
534.52002,7,592.009256
1049.606298,7,592.021296
1397.528692,7,592.031005
1332.271087,7,592.041879
1730.372867,7,592.055167
1095.225749,7,592.064335
1320.368291,7,592.078602
1682.723873,7,592.090924
793.338934,7,592.101987
263.887001,7,592.11129
847.13487,7,592.171385
596.646805,7,592.196985
909.68823,7,592.207255
1767.090412,7,592.219855
1738.4144,7,592.227911
306.752861,7,592.240704
713.79169,7,592.250428
1819.69781,7,592.258173
658.322443,7,592.271093
1506.991067,7,592.281532
1119.472531,7,592.292525
252.871986,7,592.303116
1454.073171,7,592.31299
790.037359,7,592.324022
1052.724081,7,592.335212
1469.454175,7,592.344718
1728.99807,7,592.356018
1850.411294,7,592.366398
663.85482,7,592.37728
592.195641,7,592.386019
1054.678804,7,592.396026
1300.460202,7,592.405814
639.835285,7,592.414927
1672.801609,7,592.424987
400.184423,7,592.432803
974.283235,7,592.441203
713.408722,7,592.449979
1065.329325,7,592.459373
1221.696542,7,592.467319
664.881161,7,592.476358
710.562712,7,592.485256
1874.511872,7,592.497066
1075.903278,7,592.507878
903.075815,7,592.517477
1092.28505,7,592.525846
701.997105,7,592.53356
1255.762208,7,592.541672
996.179768,7,592.552744
977.238228,7,592.560544
1824.302765,7,592.570447
861.28347,7,592.580146
1074.499854,7,592.58946
23.444011,7,592.60083
1782.50288,7,592.609332
643.515308,7,592.621923
1399.793607,7,592.631289
2109.240705,7,592.640484
739.127657,7,592.649375
677.197935,7,592.658805
1388.821188,7,592.666901
1283.803186,7,592.674201
553.847887,7,592.682191
770.838539,7,592.688786
1245.85501,7,592.698089
567.400462,7,592.704553
1824.675223,7,592.711951
-45.285159,7,592.721678
999.236608,7,592.731293
1404.459087,7,592.741261
1083.415658,7,592.753383
1737.033143,7,592.762854
887.439545,7,592.772333
556.937856,7,592.782235
918.029987,7,592.793114
886.849332,7,592.809765
1239.765592,7,592.822796
1366.49223,7,595.845777
829.163058,7,595.857463
1652.666259,7,595.868033
2094.772962,7,595.878586
1993.842524,7,595.887917
773.512051,7,595.90017
17.99341,7,595.909487
2211.010492,7,595.918535
2284.188629,7,595.93059
692.194842,7,595.941408
928.931667,7,595.952422
2165.304815,7,595.962415
464.767618,7,595.974032
884.145961,7,595.986922
1736.869228,7,595.998235
888.166418,7,596.01214
997.538736,7,596.02383
1427.680158,7,596.035033
1797.650762,7,596.04957
940.546073,7,596.061061
914.660877,7,596.073524
648.538282,7,596.084266
1374.831495,7,596.092294
1189.165803,7,596.099777
1726.755534,7,596.108657
2162.153324,7,596.117683
1367.586059,7,596.128539
1214.799729,7,596.137823
2092.644206,7,596.146602
859.236674,7,596.154656
1050.520283,7,596.167258
607.704844,7,596.17808
1071.570886,7,596.244816
1096.156202,7,596.25488
727.124906,7,596.269665
975.090021,7,596.277749
789.008542,7,596.286643
1033.445127,7,596.295198
1317.519409,7,596.304309
1048.159291,7,596.311843
1632.612062,7,596.319275
1025.15088,7,596.327278
968.869604,7,596.33656
970.837173,7,596.346625
1487.996965,7,596.357422
582.679288,7,596.366179
1778.492808,7,596.37735
1444.713516,7,596.386355
697.824568,7,596.396569
748.285618,7,596.40704
1060.291497,7,596.416342
242.198189,7,596.426508
1683.214794,7,596.436809
1101.44145,7,596.446011
583.465317,7,596.455214
928.289513,7,596.464816
178.473117,7,596.474381
647.067976,7,596.484575
1335.158165,7,596.497366
1034.264159,7,596.507523
2247.534869,7,596.51962
1738.773079,7,596.530116
1338.983943,7,596.541278
1116.668511,7,596.551368
844.39482,7,596.560182
1026.602535,7,596.569906
605.614545,7,596.580091
1270.67061,7,596.590131
1203.459555,7,596.601901
1121.823168,7,596.609806
349.182444,7,596.620403
856.338842,7,596.630374
1371.032009,7,596.638947
603.486229,7,596.648408
985.677825,7,596.658058
1022.993302,7,596.6678
1044.281622,7,596.677895
567.931609,7,596.687606
1254.826994,7,596.696611
929.753669,7,596.709476
756.148657,7,596.718206
2154.846815,7,596.727041
1760.873963,7,596.735959
2127.248253,7,596.747012
-27.564674,7,596.756134
368.2514,7,596.767369
1992.934228,7,596.776427
1282.181687,7,596.785795
637.387712,7,596.793285
303.535593,7,596.801796
1046.661768,7,596.812084
1051.751216,7,596.822791
1279.905049,7,596.83409
583.881067,7,596.84849
358.328985,7,596.857779
178.450476,7,596.867813
1353.810525,7,596.877191
1438.610252,7,596.889113
1048.920535,7,596.900702
839.629533,7,596.912684
1659.332695,7,596.929011
1821.426002,7,596.942899
1342.379308,7,596.953452
1319.336394,7,596.966773
669.064043,7,596.980009
1476.487505,7,596.992813
1411.341511,7,597.0878
1623.71442,7,597.098457
1230.656935,7,597.110071
883.641642,7,597.123124
845.987694,7,597.137364
1359.468971,7,597.148169
871.662072,7,597.158267
630.592896,7,597.169903
1226.628807,7,597.17784
638.813367,7,597.189349
1316.669576,7,597.197998
623.964786,7,597.208956
1290.574173,7,597.219948
2211.79246,7,597.229967
220.554053,7,597.240612
2269.963213,7,597.254673
1267.813512,7,597.264116
631.62429,7,597.275389
1006.51537,7,597.287323
1609.843731,7,597.299263
254.171967,7,597.307626
1049.546839,7,597.319044
1716.979438,7,597.326582
1380.770814,7,597.337504
1276.993643,7,597.346947
1248.822922,7,597.359736
925.611957,7,597.37001
557.004021,7,597.380525
620.559339,7,597.390178
979.170021,7,597.399793
1224.767543,7,597.408259
2153.566276,7,597.417384
1845.214501,7,597.430671
1095.966509,7,597.443892
1052.98883,7,597.454608
1433.436935,7,597.466039
753.672643,7,597.474407
1401.312743,7,597.483763
1852.707227,7,597.494772
1069.049313,7,597.505544
1461.812157,7,597.515658
528.352361,7,597.526157
2140.868986,7,597.537601
953.285824,7,597.547779
1367.832045,7,597.559878
25.352338,7,597.573696
529.296201,7,597.58387
1271.351536,7,597.597313
1580.697145,7,597.609296
1388.90817,7,597.621652
672.399866,7,597.632264
1115.67133,7,597.646491
1010.756321,7,597.657109
1235.00191,7,597.666262
1038.580929,7,597.675135
1070.030794,7,597.689483
1092.167647,7,597.698782
1295.131693,7,597.709969
651.514625,7,597.722437
1057.590051,7,597.732312
1426.859266,7,597.743686
915.658993,7,597.756145
583.616031,7,597.768055
83.177664,7,597.776707
1304.737274,7,597.791055
987.93976,7,597.804044
1256.065124,7,597.814734
1728.06066,7,597.827389
916.64408,7,597.838997
1135.68356,7,597.849073
1465.530216,7,597.860209
192.251041,7,597.871481
1731.014244,7,597.880901
1344.038622,7,597.892263
539.741597,7,597.907125
1093.284333,7,597.918715
2141.922721,7,597.930772
1320.899772,7,597.944149
560.535459,7,597.953175
1725.171227,7,597.961438
931.854923,7,597.97226
1014.954834,7,597.980332
1401.655398,7,597.988604
1107.452167,7,597.997396
1346.283501,7,598.009101
987.325642,7,598.018672
623.641788,7,598.026572
1435.340222,7,598.036457
755.051758,7,598.045809
586.80738,7,598.055298
998.788975,7,598.065912
898.224925,7,598.073596
1350.830719,7,598.081769
899.594758,7,598.088576
1029.597819,7,598.09721
1359.744431,7,598.106566
1273.724418,7,598.118778
1016.345917,7,598.130166
1856.042336,7,598.139212
1663.091562,7,598.149069
1593.638292,7,598.160761
997.364536,7,598.17261
635.940919,7,598.182579
1961.277454,7,598.196342
1279.017421,7,598.207493
1369.033057,7,598.217659
1251.392823,7,598.236322
1550.054458,7,598.247871
1245.512172,7,598.260754
885.379148,7,598.274001
838.241639,7,598.282766
1308.687803,7,598.296037
1857.041124,7,598.308944
1073.225853,7,598.319876
1432.386699,7,598.329973
1277.003342,7,598.343095
536.206597,7,598.351059
1723.979803,7,598.359098
1216.902162,7,598.37039
458.253589,7,598.380647
834.166383,7,598.393339
1172.717486,7,598.404689
1804.078788,7,598.414019
1381.282332,7,598.42412
2170.883872,7,598.432896
954.601327,7,598.445165
730.400162,7,598.455388
2154.594727,7,598.465345
1216.352207,7,598.476084
2216.499879,7,598.486896
1632.15247,7,598.49428
1891.7427,7,598.504043
1553.019336,7,598.515474
1425.38211,7,598.526602
1677.530847,7,598.536068
325.421578,7,598.546053
1578.123196,7,598.557112
658.029476,7,598.568673
906.185014,7,598.581264
695.233731,7,598.593313
1398.465306,7,598.606277
1726.714838,7,598.615174
695.174913,7,598.626172
2193.179987,7,598.637524
1266.134082,7,598.647623
1090.709406,7,598.660164
675.504579,7,598.671923
1964.52348,7,598.684516
702.866806,7,598.692594
1983.043714,7,598.701723
1004.270764,7,598.714462
661.254885,7,598.725403
1042.043569,7,598.736907
1096.597241,7,598.749635
1326.328123,7,598.765277
1311.237184,7,598.777783
1768.137157,7,598.79039
1434.108525,7,598.801676
2610.679176,7,598.810207
1382.017698,7,598.824143
600.378284,7,598.836031
1260.387472,7,598.849822
1292.211097,7,598.860271
1292.841142,7,598.874196
965.554904,7,598.885642
1367.692515,7,598.898015
654.461614,7,598.910904
2078.635768,7,598.923159
797.359214,7,598.933369
1502.42651,7,598.944652
1999.073984,7,598.958003
726.637917,7,598.969208
1219.926316,7,598.982071
1731.959,7,598.989336
1732.949775,7,598.997684
1013.256384,7,599.007122
542.492211,7,599.019937
1703.61349,7,599.028323
375.000612,7,599.038933
696.126277,7,599.04905
1264.110094,7,599.060232
1312.897525,7,599.072767
1033.424067,7,599.08231
1032.15293,7,599.095785
580.351078,7,599.106534
1303.256234,7,599.115628
935.173679,7,599.12624
363.384919,7,602.359136
1483.742934,7,602.368036
931.191345,7,602.378419
1360.297581,7,602.386327
1065.452651,7,602.39893
862.25731,7,602.410461
1228.458742,7,602.421204
1694.888833,7,602.430653
2156.219932,7,602.44052
719.206125,7,602.450724
1953.01507,7,602.460492
1334.436274,7,602.468669
960.427984,7,602.476422
965.799905,7,602.48536
1274.948121,7,602.494375
1260.535877,7,602.505252
1096.179712,7,602.517105
2144.849925,7,602.527613
1766.481767,7,602.536614
745.789962,7,602.547905
981.543388,7,602.55721
2299.64002,7,602.56576
1843.899244,7,602.575449
555.848743,7,602.582675
1580.081737,7,602.589828
2053.54833,7,602.597268
1846.090116,7,602.604583
1508.43395,7,602.614634
1356.250264,7,602.622
1199.921922,7,602.632926
2094.391797,7,602.64013
1192.432061,7,602.648878
1670.202756,7,602.656657
908.030522,7,602.66435
1182.587825,7,602.671553
1428.829328,7,602.679126
1448.472983,7,602.686136
513.604762,7,602.693607
1102.163263,7,602.701173
1233.544076,7,602.708149
988.05096,7,602.719099
533.480563,7,602.726984
1691.356796,7,602.737009
1444.654563,7,602.74462
600.118435,7,602.752299
956.448588,7,602.761297
1500.967342,7,602.769888
1303.020672,7,602.77771
481.816742,7,602.785123
941.967338,7,602.792038
1799.365079,7,602.798906
1329.193739,7,602.805551
1368.240706,7,602.812861
221.13905,7,602.82002
962.544463,7,602.830776
702.234351,7,602.839542
1680.669905,7,602.852703
1392.15447,7,602.86047
869.013024,7,602.871657
677.637931,7,602.88098
1676.655945,7,602.89009
-51.72964,7,602.898995
1277.303203,7,602.908438
788.507743,7,602.92269
626.871686,7,602.940114
288.090796,7,602.954647
1463.811179,7,602.969146
825.802643,7,602.983658
1260.026335,7,602.995776
346.580407,7,603.009027
1832.463903,7,603.022988
1733.952794,7,603.037332
956.114762,7,603.05138
1349.287852,7,603.06473
207.828358,7,603.075807
-113.892519,7,603.087716
1153.874474,7,603.101599
929.781455,7,603.111731
1294.539524,7,603.123672
981.32574,7,603.136118
275.506913,7,603.149551
986.003853,7,603.166362
1727.199152,7,603.182484
728.986619,7,603.195155
1773.267164,7,603.206782
721.709711,7,603.217155
1371.786312,7,603.229452
603.839502,7,603.242477
1626.879097,7,603.25688
217.49423,7,603.270199
738.54327,7,603.285267
1091.66281,7,603.297808
908.402478,7,603.309288
1053.71428,7,603.321481
892.685069,7,603.333386
1507.567369,7,603.344409
685.018638,7,603.355635
1421.820396,7,603.368049
928.589102,7,603.379828
1383.599329,7,603.391716
598.364535,7,603.405086
1072.902397,7,603.416838
831.098753,7,603.429292
1034.790155,7,603.441066
956.001486,7,603.452389
2494.58853,7,603.46779
324.027745,7,603.478019
841.46923,7,603.490512
1221.031971,7,603.500998
1667.766759,7,603.51091
945.006743,7,603.520277
1634.28478,7,603.530786
433.41239,7,603.542236
625.083015,7,603.550455
1650.640496,7,603.559799
1270.43821,7,603.570917
675.691943,7,603.583941
1366.032832,7,603.597095
721.322181,7,603.606851
1119.929039,7,603.618407
1757.616133,7,603.629247
949.202147,7,603.638734
1948.250347,7,603.650162
556.935933,7,603.66001
1126.483012,7,603.671234
1009.143232,7,603.684837
745.099677,7,603.694124
850.842197,7,603.706515
958.357935,7,603.716392
1556.710448,7,603.725232
1355.583522,7,603.735599
469.248315,7,603.745172
1319.933201,7,603.75709
963.81427,7,603.767594
1020.762607,7,603.777159
602.220536,7,603.787515
1366.72687,7,603.798272
1081.672397,7,603.808749
1147.540727,7,603.822213
1468.66291,7,603.831458
2228.699854,7,603.840968
758.853855,7,603.852044
1089.377508,7,603.862869
679.862606,7,603.872896
1799.635602,7,603.882466
1054.957903,7,603.897864
1657.946415,7,603.908904
2181.397078,7,603.920231
926.431162,7,603.930723
2065.067924,7,603.941091
1014.178364,7,603.950363
1217.69318,7,603.961236
1723.648398,7,603.971211
2235.004026,7,603.97963
576.323235,7,603.986571
1645.932215,7,603.995523
550.001946,7,604.003165
1777.39101,7,604.014234
1374.319289,7,604.024195
824.425058,7,604.035727
948.372766,7,604.047273
620.044908,7,604.057646
1376.121901,7,604.067625
1352.375173,7,604.076527
1410.363218,7,604.086617
877.745272,7,604.096408
1683.534079,7,604.104523
825.127762,7,604.118254
1427.829387,7,604.127287
1082.324226,7,604.138546
1407.971565,7,604.149833
943.814193,7,604.158456
125.314795,7,604.169943
1858.731568,7,604.180337
911.676657,7,604.191017
1681.589016,7,604.201399
1218.904116,7,604.210114
2178.892039,7,604.222951
1073.622954,7,604.233226
1407.679,7,604.245077
1279.658915,7,604.256856
1437.304529,7,604.264982
152.270035,7,604.274017
1685.611558,7,604.282374
1270.113668,7,604.292307
1298.314746,7,604.304581
1235.019284,7,604.314652
889.728226,7,604.32477
1818.113361,7,604.337548
943.717128,7,604.345055
1245.667701,7,604.355144
2130.693556,7,604.365803
-0.429595,7,604.373391
1356.818172,7,604.382661
192.699668,7,604.391903
1796.946633,7,604.401411
2051.645119,7,604.411528
1320.177427,7,604.420967
1514.812721,7,604.428546
1496.646796,7,604.441562
312.568931,7,604.452659
167.474043,7,604.462767
875.441887,7,604.472807
443.421597,7,604.482773
1267.206702,7,604.492181
1379.179687,7,604.502206
1300.512215,7,604.511493
1378.378809,7,604.523676
1110.407959,7,604.535838
1169.115807,7,604.560456
351.339884,7,604.571622
1341.269001,7,604.583812
1360.562074,7,604.59464
960.545076,7,604.604061
1048.06608,7,604.613435
903.362583,7,604.623465
2046.836346,7,604.63401
222.19384,7,604.643214
1428.221113,7,604.653795
1173.580797,7,604.665375
735.203147,7,604.673624
1338.308175,7,604.680639
701.027368,7,604.689277
1719.678179,7,604.69792
633.54604,7,604.707062
1710.769527,7,604.715107
914.225734,7,604.721621
1308.479891,7,604.730026
570.210663,7,604.737901
1973.746953,7,604.746408
392.744911,7,604.754705
1057.515902,7,604.762901
1039.391803,7,604.773157
1362.782374,7,604.780823
547.236325,7,604.790146
908.211473,7,604.799754
947.341866,7,604.809788
574.461081,7,604.818093
828.800197,7,604.824175
2120.799901,7,604.832365
1275.391354,7,604.840598
1908.106404,7,604.848201
2004.008987,7,604.856433
1249.224821,7,604.864439
376.258619,7,604.872917
959.994877,7,604.882907
1353.588769,7,604.891121
2015.669466,7,604.899495
-288.562472,7,604.907115
870.004673,7,604.915111
1390.678712,7,604.922047
577.479211,7,604.929299
1362.93407,7,604.9369
1350.632333,7,604.946406
410.3085,7,604.952582
1000.157589,7,604.958777
1397.672876,7,604.96568
1358.869085,7,604.974272
1636.974357,7,604.981786
608.469814,7,604.988536
688.146501,7,604.997995
1052.547518,7,605.004204
1279.018392,7,605.012558
1338.923066,7,605.021736
655.145495,7,605.028977
1281.162691,7,605.036634
1214.72424,7,605.044014
1522.910959,7,605.051034
1191.885526,7,605.058134
1349.347602,7,605.064847
1473.421588,7,605.07101
892.666236,7,605.077139
1825.673428,7,605.083344
1834.041378,7,605.090031
961.021075,7,605.096992
576.912205,7,605.105619
1861.932333,7,605.112357
1339.061727,7,605.121237
1193.472841,7,605.129859
1670.481189,7,605.137367
628.092397,7,605.144583
1756.858398,7,605.151375
613.315829,7,605.158403
2311.498238,7,605.165095
1030.965497,7,605.17198
2272.085496,7,605.178675
1706.17422,7,605.185503
1829.850354,7,605.19177
962.576769,7,605.198698
408.135655,7,605.205631
1836.738672,7,605.214362
2295.78633,7,605.222
974.895821,7,605.231453
1424.737389,7,607.962067
870.748553,7,607.972579
1250.71714,7,607.980971
990.717642,7,607.992355
1750.181646,7,608.00335
2201.089134,7,608.011019
1422.538481,7,608.020474
965.834667,7,608.029036
642.365659,7,608.040045
965.196449,7,608.049959
680.053436,7,608.060998
1456.903765,7,608.07002
1846.779736,7,608.079925
1095.377249,7,608.090844
1382.361085,7,608.099247
947.998456,7,608.109447
536.282448,7,608.120484
1419.992014,7,608.130892
1391.378654,7,608.141409
953.833867,7,608.151239
1255.017921,7,608.161595
955.771352,7,608.175875
1681.382455,7,608.187109
1378.815462,7,608.196813
1294.108083,7,608.20829
1046.346924,7,608.221418
1896.106696,7,608.232495
995.469276,7,608.242106
360.940745,7,608.253722
704.293121,7,608.262323
605.418679,7,608.273075
958.114107,7,608.282817
1261.895412,7,608.292246
690.858801,7,608.304145
900.561164,7,608.31363
1222.771776,7,608.321945
615.698571,7,608.333761
1069.224505,7,608.342212
629.547454,7,608.352847
1055.344348,7,608.361927
620.567989,7,608.371582
2258.458337,7,608.381351
600.786906,7,608.390443
1636.295009,7,608.399599
1071.585536,7,608.407828
1276.849005,7,608.416654
521.32667,7,608.426318
1009.987151,7,608.436796
1713.069325,7,608.446505
951.840678,7,608.456365
657.87462,7,608.468209
1072.979291,7,608.477341
1396.415364,7,608.487671
1424.037364,7,608.497417
1022.125629,7,608.507331
711.643691,7,608.51831
1075.895064,7,608.526988
969.631055,7,608.536793
2001.389412,7,608.545015
1802.093044,7,608.553312
975.922041,7,608.563733
1730.386752,7,608.572343
1355.240864,7,608.580327
1005.048155,7,608.588063
908.223662,7,608.596469
1703.492963,7,608.609037
1444.792005,7,608.61857
1147.981739,7,608.626156
1873.116529,7,608.634938
1402.113578,7,608.641785
1528.745123,7,608.651694
1035.513326,7,608.661961
1452.104926,7,608.67128
1309.94231,7,608.680584
1772.437818,7,608.689599
1113.045346,7,608.697562
2233.675697,7,608.70649
2000.727955,7,608.715206
1425.152917,7,608.725064
627.884094,7,608.733609
710.550069,7,608.741717
1724.883399,7,608.750715
1023.94308,7,608.758815
918.640256,7,608.76734
1737.284602,7,608.776329
1088.039497,7,608.784651
936.394494,7,608.794127
1527.191043,7,608.80311
2126.886949,7,608.812797
1705.341437,7,608.82284
1020.047653,7,608.831471
1556.197293,7,608.840122
949.56704,7,608.849327
1210.653492,7,608.857395
1308.938429,7,608.864983
1851.037396,7,608.872981
928.786861,7,608.885702
305.796071,7,608.893659
995.498337,7,608.904015
1290.980477,7,608.91224
1076.469675,7,608.922953
647.087087,7,608.933275
730.631731,7,608.942257
2193.621766,7,608.952975
763.230334,7,608.961198
570.426004,7,608.969872
899.935385,7,608.977884
562.005831,7,608.985529
1040.883194,7,608.997294
1091.495127,7,609.006158
1010.638605,7,609.017093
1267.796438,7,609.024981
329.801699,7,609.03508
227.392693,7,609.044819
1164.167494,7,609.05407
526.745086,7,609.063376
1321.40269,7,609.07153
867.552265,7,609.080619
1863.989428,7,609.088814
584.028394,7,609.096922
684.076945,7,609.105109
1530.957592,7,609.114963
2372.407017,7,609.122242
1603.3192,7,609.131607
1812.470508,7,609.139508
-147.394676,7,609.150047
1315.639937,7,609.157769
1088.219901,7,609.166249
637.956218,7,609.176242
1374.162082,7,609.185531
926.98461,7,609.19319
1709.00161,7,609.202787
973.4061,7,609.210176
320.601623,7,609.219502
773.841907,7,609.22823
2118.197873,7,609.238453
1498.620318,7,609.247293
1746.0578,7,609.257823
579.609446,7,609.26657
903.45262,7,609.274583
1343.640959,7,609.283959
618.993062,7,609.290927
1136.536339,7,609.298974
1800.494848,7,609.306178
241.350409,7,609.313524
1060.86413,7,609.32355
1192.478189,7,609.330403
1375.296059,7,609.33864
1344.646081,7,609.346712
1263.059348,7,609.354318
1826.294147,7,609.362688
635.017762,7,609.370078
912.507457,7,609.376482
1351.360537,7,609.383407
1047.28829,7,609.390339
1279.938802,7,609.397663
1499.782066,7,609.404594
1303.080733,7,609.411514
241.466562,7,609.419627
713.753278,7,609.426462
961.610728,7,609.435502
1142.436627,7,609.443845
1714.859251,7,609.453544
643.29442,7,609.461617
1867.964668,7,609.470387
1343.678914,7,609.478515
682.463115,7,609.487386
1444.398717,7,609.495111
1564.643946,7,609.502909
1145.522656,7,609.51099
282.58075,7,609.519952
654.768682,7,609.528681
966.460038,7,609.539482
769.371511,7,609.548555
690.612133,7,609.557051
723.401281,7,609.565563
150.681119,7,609.572901
1233.87362,7,609.579827
1398.405521,7,609.586513
1091.3163,7,609.593045
1385.672224,7,609.600055
983.873635,7,609.607223
1335.629897,7,609.614204
676.949074,7,609.621962
847.814756,7,609.628581
1129.541552,7,609.637753
610.781839,7,609.644938
1031.12363,7,609.651824
1459.784865,7,609.661789
1419.488429,7,609.670735
1158.779108,7,609.679991
1570.308707,7,609.689583
204.310584,7,609.698305
1590.615355,7,609.706481
2294.279096,7,609.715522
1112.749959,7,609.724473
1100.027632,7,609.732382
1425.318081,7,609.741111
917.603453,7,609.753246
1137.487352,7,609.761203
1135.327918,7,609.769536
1399.199017,7,609.776309
1308.814766,7,609.78573
1080.937989,7,609.794584
1828.967469,7,609.803695
1386.086106,7,609.812207
1233.182625,7,609.818846
1599.28867,7,609.825401
683.694784,7,609.834272
1255.871033,7,609.841286
1509.260201,7,609.847825
1403.655308,7,609.857462
2394.660801,7,609.863942
1094.879727,7,609.87149
699.870375,7,609.879799
1334.534205,7,609.887062
1463.884168,7,609.895201
1231.372896,7,609.902637
1908.954167,7,609.909908
529.970063,7,609.916794
1039.163559,7,609.923825
355.68462,7,609.931962
1749.04953,7,609.939097
1140.34075,7,609.946424
1217.645793,7,609.953774
1417.745825,7,609.963346
1412.80889,7,609.971164
733.722219,7,609.984269
1482.948188,7,609.99144
1593.015678,7,609.999047
1322.896551,7,610.00588
2065.783508,7,610.013574
428.58359,7,610.021692
311.498645,7,610.029151
1032.763441,7,610.036393
933.694393,7,610.043732
999.226428,7,610.051029
1668.31841,7,610.059464
364.120356,7,610.069697
1650.113612,7,610.077304
314.298112,7,610.085038
830.083385,7,610.093256
627.513292,7,610.102701
1318.029667,7,610.109985
1720.335551,7,610.118984
933.090679,7,610.12624
1401.831558,7,610.135611
546.779223,7,610.142761
1131.017616,7,610.154199
1162.077438,7,610.163704
2284.3022,7,610.173981
1350.62229,7,610.182455
487.443399,7,610.190408
1744.750063,7,610.198241
1056.433658,7,610.207122
986.685678,7,610.215847
840.9251,7,610.226127
2086.966294,7,610.23541
2211.023189,7,610.242748
842.981538,7,610.251202
2050.820673,7,610.258611
954.285835,7,610.266921
1708.014957,7,610.273925
1388.384992,7,610.287452
982.219543,7,610.294909
775.439196,7,610.303674
1432.447753,7,610.311651
978.854628,7,610.319465
1620.197607,7,610.327361
1300.527203,7,610.33529
2271.4893,7,610.342756
1457.620373,7,610.351526
1913.612848,7,610.359306
1286.245427,7,610.367274
711.502011,7,610.374958
331.178969,7,610.385729
1661.412996,7,610.394359
1415.334232,7,610.404364
1217.970039,7,610.412766
1803.632804,7,610.421694
1293.143251,7,610.430803
983.828035,7,610.440442
1259.49711,7,610.448957
772.270681,7,610.457379
843.044422,7,610.466189
2094.514933,7,610.475307
1843.452566,7,610.484568
1119.385777,7,610.496412
2097.200502,7,610.506405
1484.873082,7,610.515004
300.323863,7,610.524397
1004.402773,7,610.535011
1391.298094,7,613.299093
1571.225468,7,613.308458
1322.889788,7,613.317957
1668.88841,7,613.325008
-68.496428,7,613.332982
1435.076577,7,613.34258
1372.753856,7,613.35084
557.732279,7,613.360388
759.825228,7,613.3694
1648.140164,7,613.378779
1845.128689,7,613.388425
957.870462,7,613.398267
1667.757322,7,613.407141
253.310484,7,613.419151
989.774996,7,613.430565
1524.709669,7,613.438076
681.93172,7,613.446156
1379.947267,7,613.453567
1302.963599,7,613.460628
1198.265498,7,613.468348
613.469331,7,613.476389
661.027193,7,613.488688
1257.356519,7,613.497889
1821.235181,7,613.507286
1250.350446,7,613.519036
1071.779042,7,613.526799
1054.045222,7,613.536772
1348.075305,7,613.546146
1079.977811,7,613.555362
1018.384962,7,613.563303
2516.630305,7,613.571185
1077.056212,7,613.578025
981.865885,7,613.586391
1046.208106,7,613.592823
589.026604,7,613.600188
336.974651,7,613.608964
1397.113383,7,613.619126
755.356579,7,613.627508
1869.471953,7,613.635503
809.671805,7,613.649766
1765.013959,7,613.659113
1317.920592,7,613.668202
1763.084238,7,613.676105
1111.832258,7,613.685323
756.488639,7,613.692844
1664.487253,7,613.701306
1495.381752,7,613.709296
802.207053,7,613.718149
1899.43983,7,613.728049
84.649898,7,613.737007
246.71123,7,613.747246
1758.904845,7,613.756355
994.171397,7,613.765441
1358.451479,7,613.774169
680.631254,7,613.783609
1503.721632,7,613.793462
1947.808764,7,613.801061
1496.385087,7,613.809761
1213.96885,7,613.818172
898.091442,7,613.827921
834.943568,7,613.838701
1858.156194,7,613.846857
386.394843,7,613.858623
609.999031,7,613.867522
460.285789,7,613.874586
887.110168,7,613.882961
1000.767627,7,613.890846
1281.363521,7,613.89896
1397.376049,7,613.908691
1292.359614,7,613.916499
989.929112,7,613.926479
939.778541,7,613.937348
279.353473,7,613.945727
1317.434368,7,613.955277
912.211571,7,613.964375
1448.753334,7,613.973749
505.990581,7,613.982094
972.332844,7,613.989832
384.344378,7,613.999862
593.270117,7,614.006989
680.224716,7,614.014779
605.415036,7,614.022881
1333.670698,7,614.030411
965.157146,7,614.037743
1672.891155,7,614.04566
1371.010597,7,614.057038
953.902698,7,614.067976
1018.808309,7,614.077554
358.29868,7,614.08675
1292.267066,7,614.096264
938.10596,7,614.104637
705.085131,7,614.112771
705.469161,7,614.122072
694.065388,7,614.131733
1338.506627,7,614.141222
297.609275,7,614.150666
1389.793663,7,614.16153
626.080783,7,614.170744
